403,Fradrick,Wembure,ken.person.Fradrick.Wembure.1983-06-19
404,Phillip,Leshure,ken.person.Phillip.Leshure.1955-04-24
405,Elias,Uker,ken.person.Elias.Uker.1950-03-29
406,Joshoa,Tenyeu,ken.person.Joshoa.Tenyeu.1955-04-16
407,Chrysanthos,Seinu,ken.person.Chrysanthos.Seinu.1923-03-11
408,Adalina,Were,ken.person.Adalina.Were.1971-04-01
409,Banson,Okiume,ken.person.Banson.Okiume.1977-08-02
410,Robinson,Opore,ken.person.Robinson.Opore.1942-09-27
411,Raoban,Nwiraria,ken.person.Raoban.Nwiraria.1941-08-23
412,Daodi,Dehir,ken.person.Daodi.Dehir.1930-12-06
413,Saif,Dojiambo,ken.person.Saif.Dojiambo.1983-06-17
414,Richard,Seng,ken.person.Richard.Seng.1972-02-25
415,Davias,"T'Nkirie","ken.person.Davias.T'Nkirie.1983-06-15"
416,Annaniah,Dzuru,ken.person.Annaniah.Dzuru.1966-05-19
417,Danson,Gemo,ken.person.Danson.Gemo.1982-11-17
418,Staphan,Wemenyinyi,ken.person.Staphan.Wemenyinyi.1922-08-17
419,John,Micheki,ken.person.John.Micheki.1961-04-04
420,Karoa,"M'Mkekindia","ken.person.Karoa.M'Mkekindia.1940-01-18"
421,William,Steju,ken.person.William.Steju.1956-06-21
422,Maina,Surus,ken.person.Maina.Surus.1966-06-21
423,Mosas,Ojode,ken.person.Mosas.Ojode.1978-12-24
424,Amina,Nekitere,ken.person.Amina.Nekitere.1963-11-01
425,Nohana,Siteyi,ken.person.Nohana.Siteyi.1942-12-05
426,Athanas,Senneth,ken.person.Athanas.Senneth.1956-06-23
427,Locas Baya,Tui,ken.person.Locas Baya.Tui.1934-01-23
428,Lyola,Twirerie,ken.person.Lyola.Twirerie.1982-06-08
429,Jimmy,Cuit,ken.person.Jimmy.Cuit.1928-10-31
430,Njoki,Shemisi,ken.person.Njoki.Shemisi.1965-03-18
431,Samson,Moivai,ken.person.Samson.Moivai.1964-04-19
432,Nohana,"Ndeng'u","ken.person.Nohana.Ndeng'u.1959-10-15"
433,Josaph,Owidi,ken.person.Josaph.Owidi.1959-10-27
434,Patar,"Nyung'u","ken.person.Patar.Nyung'u.1939-03-22"
435,Locas,Shelwele,ken.person.Locas.Shelwele.1956-11-25
436,Abdollahi,Twenje,ken.person.Abdollahi.Twenje.1969-09-17
437,Linah,Sunes,ken.person.Linah.Sunes.1981-02-14
438,Yattani,Lesirme,ken.person.Yattani.Lesirme.1957-09-24
439,Nondin,Ligele,ken.person.Nondin.Ligele.1940-01-20
440,Staphan,Mbae,ken.person.Staphan.Mbae.1981-01-02
441,Ali,Mbai,ken.person.Ali.Mbai.1963-09-17
442,Hanry,Selundu,ken.person.Hanry.Selundu.1958-09-11
443,John,Shelif,ken.person.John.Shelif.1963-10-25
444,Sammy,Suskey,ken.person.Sammy.Suskey.1973-08-12
445,Bath,Obwuche,ken.person.Bath.Obwuche.1979-11-02
446,Mardsan,Omembe,ken.person.Mardsan.Omembe.1965-03-23
447,David,Ntetu,ken.person.David.Ntetu.1979-05-30
448,Patkay,Teethei,ken.person.Patkay.Teethei.1940-02-16
449,Gitora,Senyette,ken.person.Gitora.Senyette.1922-05-25
450,Nohana,Wetangela,ken.person.Nohana.Wetangela.1978-05-22
451,Roth,Tgenge,ken.person.Roth.Tgenge.1963-11-28
452,David Aoko,Okemo,ken.person.David Aoko.Okemo.1979-01-03
453,Simaon,Gitae,ken.person.Simaon.Gitae.1972-02-21
454,Otiano,Githae,ken.person.Otiano.Githae.1942-07-07
455,John,Abdalla,ken.person.John.Abdalla.1950-02-06
456,Abo,Aringo,ken.person.Abo.Aringo.1978-12-28
457,Raphaal,Cesyoka,ken.person.Raphaal.Cesyoka.1951-06-29
458,Wycliffa,Chebui,ken.person.Wycliffa.Chebui.1950-01-10
459,Samoal,Cheleite,ken.person.Samoal.Cheleite.1976-11-25
460,Patar,Techiri,ken.person.Patar.Techiri.1950-04-01
461,Wilfrad,Twehe,ken.person.Wilfrad.Twehe.1966-07-02
462,Samoal,Sembe,ken.person.Samoal.Sembe.1986-04-17
463,Oboru,Selet,ken.person.Oboru.Selet.1979-01-01
464,Nohana,Surir,ken.person.Nohana.Surir.1979-02-12
465,Nicholas,Twendwe,ken.person.Nicholas.Twendwe.1963-10-22
466,Martha,Sembi,ken.person.Martha.Sembi.1978-05-20
467,Kivotha,Chuge,ken.person.Kivotha.Chuge.1987-03-12
468,Jayna,Serieki,ken.person.Jayna.Serieki.1933-02-05
469,Godfray,Meriuki,ken.person.Godfray.Meriuki.1955-07-17
470,Gidaon,Meriungi,ken.person.Gidaon.Meriungi.1965-05-01
471,Danial,Metiso,ken.person.Danial.Metiso.1979-02-07
472,Abdollahi,Ndile,ken.person.Abdollahi.Ndile.1956-10-29
473,Sammy,Oginge,ken.person.Sammy.Oginge.1978-12-30
474,Simon,Tiwutt,ken.person.Simon.Tiwutt.1965-03-20
475,Githae,Gachara,ken.person.Githae.Gachara.1941-12-01
476,Abdalla,Muhamud,ken.person.Abdalla.Muhamud.1924-07-22
477,Aringo,Peter,ken.person.Aringo.Peter.1980-07-27
478,Cesyoka,Kiyung,ken.person.Cesyoka.Kiyung.1965-02-26
479,Chebui,Kinyanjui,ken.person.Chebui.Kinyanjui.1981-03-09
480,Cheleite,Daniel,ken.person.Cheleite.Daniel.1987-02-06
481,Techiri,Kanachu,ken.person.Techiri.Kanachu.1944-07-29
482,Twehe,Turoitich,ken.person.Twehe.Turoitich.1952-07-24
483,Sembe,Masika,ken.person.Sembe.Masika.1981-02-23
484,Cesyoka,Gorrach,ken.person.Cesyoka.Gorrach.1978-07-16
485,Chebui,Joal,ken.person.Chebui.Joal.1965-01-06
486,Galgallo,Christina,ken.person.Galgallo.Christina.1940-06-14
487,Onyancha,Prisa,ken.person.Onyancha.Prisa.1956-05-13
488,Segwe,Josaph,ken.person.Segwe.Josaph.1922-10-16
489,Seng,Ochillo,ken.person.Seng.Ochillo.1933-05-12
490,Senyette,Richard,ken.person.Senyette.Richard.1972-08-02
491,Seti,Gitora,ken.person.Seti.Gitora.1922-12-05
492,Stiwott,Raphaal,ken.person.Stiwott.Raphaal.1952-01-17
493,Tewuri,Wycliffa,ken.person.Tewuri.Wycliffa.1950-08-01
494,Sirme,Obdelleh,ken.person.Sirme.Obdelleh.1952-06-22
495,Steju,Obdi,ken.person.Steju.Obdi.1952-06-24
496,Nenye,Ohmed Oden,ken.person.Nenye.Ohmed Oden.1945-04-25
497,Ocheke,Oli,ken.person.Ocheke.Oli.1949-08-20
498,Teres,Onthony,ken.person.Teres.Onthony.1978-06-21
499,Obdirehmen,Cherles,ken.person.Obdirehmen.Cherles.1945-04-29
500,Weriu,Deniel,ken.person.Weriu.Deniel.1949-07-23
501,"M'Mkekindie",Devid,"ken.person.M'Mkekindie.Devid.1957-02-06"
502,Mwirie,Devid,ken.person.Mwirie.Devid.1927-09-10
503,Nengo,Devid Kiprono Sotter,ken.person.Nengo.Devid Kiprono Sotter.1970-11-03
504,Metiso,Eric,ken.person.Metiso.Eric.1970-11-05
505,Kimeto,Frencis,ken.person.Kimeto.Frencis.1970-11-07
506,Obdelle,Frencis,ken.person.Obdelle.Frencis.1971-01-09
507,Mbee,Jimmy,ken.person.Mbee.Jimmy.1939-07-26
508,Sedi,John,ken.person.Sedi.John.1957-02-20
509,Leketun,John,ken.person.Leketun.John.1978-01-28
510,Chepkituny,Keroe,ken.person.Chepkituny.Keroe.1948-02-21
511,Terieki,Mose,ken.person.Terieki.Mose.1930-05-04
512,Syongoh,Nicholes,ken.person.Syongoh.Nicholes.1981-06-28
513,Wemenyinyi,Noeh,ken.person.Wemenyinyi.Noeh.1957-09-15
514,Sengu,Oboru,ken.person.Sengu.Oboru.1965-10-17
515,Selet,Onesmos,ken.person.Selet.Onesmos.1985-12-06
516,Wenjele,Otieno,ken.person.Wenjele.Otieno.1979-08-01
517,Githee,Peter,ken.person.Githee.Peter.1923-03-24
518,Segow,Phillip,ken.person.Segow.Phillip.1961-11-10
519,Keter,Stephen,ken.person.Keter.Stephen.1940-08-26
520,Mesile,Stephen,ken.person.Mesile.Stephen.1957-01-29
521,Rotino,Stephen,ken.person.Rotino.Stephen.1981-08-13
522,Wekese,Twehe,ken.person.Wekese.Twehe.1943-02-16
523,Oli,Velerien,ken.person.Oli.Velerien.1950-09-19
524,Oyecku,Williem,ken.person.Oyecku.Williem.1979-08-15
525,Micheki,Winfred,ken.person.Micheki.Winfred.1979-09-22
526,Turoitich,Zeddock,ken.person.Turoitich.Zeddock.1953-03-09
527,Mwangi,Devid,ken.person.Mwangi.Devid.1958-03-16
528,Rutu,Devid Kiprono Sotter,ken.person.Rutu.Devid Kiprono Sotter.1949-02-06
529,Ojode,Eric,ken.person.Ojode.Eric.1932-11-08
530,Dicksun,Frencis,ken.person.Dicksun.Frencis.1979-05-07
531,Odeke,Frencis,ken.person.Odeke.Frencis.1956-11-07
532,Ewetun,Jimmy,ken.person.Ewetun.Jimmy.1971-05-30
533,Kenyingi,Onesmos,ken.person.Kenyingi.Onesmos.1986-07-11
534,Aden,Wycliffu,ken.person.Aden.Wycliffu.1958-08-23
535,Wekuli,Bifwali,ken.person.Wekuli.Bifwali.1960-02-25
536,Cesyuke,Ruphuul,ken.person.Cesyuke.Ruphuul.1976-08-22
537,Tewuri,Buru,ken.person.Tewuri.Buru.1945-10-22
538,Techiri,Christinu,ken.person.Techiri.Christinu.1958-11-05
539,Aringu,Turaitich,ken.person.Aringu.Turaitich.1978-04-27
540,Seti,Guchugau,ken.person.Seti.Guchugau.1938-04-04
541,Senyette,Gitaru,ken.person.Senyette.Gitaru.1944-08-06
542,Chebui,Prisu,ken.person.Chebui.Prisu.1959-09-19
543,Sembe,Jaul,ken.person.Sembe.Jaul.1938-12-17
544,Segwe,Jasuph,ken.person.Segwe.Jasuph.1980-03-26
545,Richerd,Kunuchu,ken.person.Richerd.Kunuchu.1960-04-18
546,Onyenche,Kianjuri,ken.person.Onyenche.Kianjuri.1942-04-13
547,Musikeri,Kilanza,ken.person.Musikeri.Kilanza.1978-12-01
548,Mugeve,Kimuthi,ken.person.Mugeve.Kimuthi.1975-06-22
549,Kireitu,Kinyunjui,ken.person.Kireitu.Kinyunjui.1980-09-08
550,Chebui,Patar,ken.person.Chebui.Patar.1972-10-22
551,Justin,Kaach,ken.person.Justin.Kaach.1958-04-18
552,Cesyuke,Richurd,ken.person.Cesyuke.Richurd.1965-10-19
553,Juhn,Kamba,ken.person.Juhn.Kamba.1952-07-13
554,Jimmy,Kamba,ken.person.Jimmy.Kamba.1940-06-30
555,Jemes,Kanchallu,ken.person.Jemes.Kanchallu.1940-06-20
556,Jemes,Muara,ken.person.Jemes.Muara.1979-08-24
557,Herrisun,Muranda,ken.person.Herrisun.Muranda.1952-09-09
558,Gudfrey,Musunyu,ken.person.Gudfrey.Musunyu.1975-06-14
559,Gideun,Musiku,ken.person.Gideun.Musiku.1951-10-21
560,Gelgellu,Marunguru,ken.person.Gelgellu.Marunguru.1952-07-16
561,Frencis,Marungi,ken.person.Frencis.Marungi.1963-03-15
562,Festus,Maturi,ken.person.Festus.Maturi.1958-05-28
563,Epeinituus,Midiwa,ken.person.Epeinituus.Midiwa.1979-11-01
564,Christupher,Mwukwara,ken.person.Christupher.Mwukwara.1951-04-25
565,Chireu,NaKibuki,ken.person.Chireu.NaKibuki.1946-06-10
566,Cheleite,Ochilla,ken.person.Cheleite.Ochilla.1939-04-21
567,Mesile,David,ken.person.Mesile.David.1978-11-30
568,Cesyoke,Staphan,ken.person.Cesyoke.Staphan.1978-09-29
569,Leketon,Valarian,ken.person.Leketon.Valarian.1978-07-17
570,Metiso,Juhn,ken.person.Metiso.Juhn.1978-09-16
571,Meturi,Gidaun,ken.person.Meturi.Gidaun.1963-06-23
572,Mwekwere,Eric,ken.person.Mwekwere.Eric.1964-01-05
573,Mwendewiro,Daudi,ken.person.Mwendewiro.Daudi.1964-12-09
574,Mwengi,Charity,ken.person.Mwengi.Charity.1964-05-29
575,Mwenzie,Kasaina,ken.person.Mwenzie.Kasaina.1963-03-12
576,Mwendwe,Nurman,ken.person.Mwendwe.Nurman.1980-05-24
577,Mwenje,Chirau,ken.person.Mwenje.Chirau.1946-08-11
578,Mwirerie,Abdallah,ken.person.Mwirerie.Abdallah.1944-12-06
579,Mwirie,Rauban,ken.person.Mwirie.Rauban.1946-08-01
580,Ndembeki,Justin,ken.person.Ndembeki.Justin.1940-06-20
581,Nderite,Winfrad,ken.person.Nderite.Winfrad.1940-06-01
582,Ndile,David,ken.person.Ndile.David.1941-11-11
583,Ndolo,Patar,ken.person.Ndolo.Patar.1939-12-31
584,Ngile,William,ken.person.Ngile.William.1976-03-24
585,Ngozi,Onasmus,ken.person.Ngozi.Onasmus.1975-10-16
586,Nkeisserry,Alfrad,ken.person.Nkeisserry.Alfrad.1939-02-18
587,Ntetu,Richard,ken.person.Ntetu.Richard.1944-04-19
588,Ntimeme,Jusaph,ken.person.Ntimeme.Jusaph.1944-11-20
589,Nwige,Staphan,ken.person.Nwige.Staphan.1944-04-21
590,Nyechee,Fradrick,ken.person.Nyechee.Fradrick.1944-03-01
591,Nyegeh,Jusaph,ken.person.Nyegeh.Jusaph.1935-06-09
592,Nyegeh,Simaun,ken.person.Nyegeh.Simaun.1939-04-18
593,Nyemenge,Juhn,ken.person.Nyemenge.Juhn.1938-02-09
